,Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Promos_Total,Age,Dependants,Has_minor,Partner,House_members,Income_per_members,Total_spent
489,Graduate,65665.0,0,1,3 Meses,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,0,0,Adultos,1,1,0,2,32832.5,945
490,Graduate,81217.0,0,0,3 Meses,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,0,Adultos,0,0,1,2,40608.5,1157
491,Graduate,34935.0,0,0,3 Meses,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0,0,Adultos,0,0,0,1,34935.0,137
492,Graduate,61250.0,0,1,2 Meses,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,0,0,Idosos,1,1,0,2,30625.0,730
493,Postgraduate,39665.0,1,0,> 3 Meses,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,0,1,Adultos,1,1,1,3,13221.666666666666,216
494,Graduate,60152.0,0,1,1 Mes,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,20050.666666666668,943
495,Graduate,48920.0,0,2,> 3 Meses,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,0,1,Meia-idade,2,1,0,3,16306.666666666666,347
496,Postgraduate,89120.0,0,0,3 Meses,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,0,1,Idosos,0,0,1,2,44560.0,1924
497,Postgraduate,44124.0,0,1,3 Meses,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,0,0,Idosos,1,1,1,3,14708.0,397
498,Postgraduate,81169.0,0,0,2 Meses,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,0,0,Meia-idade,0,0,1,2,40584.5,2089
499,Graduate,36443.0,1,1,1 Mes,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0,0,Idosos,2,1,0,3,12147.666666666666,138
500,Graduate,26095.0,1,0,3 Meses,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,8698.333333333334,42
501,Graduate,71367.0,0,0,1 Mes,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,0,Idosos,0,0,1,2,35683.5,777
502,Postgraduate,80184.0,0,0,1 Mes,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,0,2,Idosos,0,0,0,1,80184.0,1902
503,Graduate,30630.0,1,1,3 Meses,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,0,0,Meia-idade,2,1,0,3,10210.0,52
504,Postgraduate,73454.0,0,0,> 3 Meses,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,0,1,Adultos,0,0,1,2,36727.0,1651
505,Graduate,42691.0,0,0,2 Meses,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,0,0,Adultos,0,0,0,1,42691.0,358
506,Graduate,70503.0,0,0,3 Meses,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,0,2,Idosos,0,0,0,1,70503.0,1727
507,Graduate,25545.0,1,0,2 Meses,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,1,0,Adultos,1,1,0,2,12772.5,210
508,Graduate,32880.0,1,0,3 Meses,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0,0,Adultos,1,1,0,2,16440.0,42
509,Postgraduate,77863.0,0,0,1 Mes,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0,0,Idosos,0,0,1,2,38931.5,1291
510,Postgraduate,50353.0,0,0,3 Meses,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0,0,Adultos,0,0,0,1,50353.0,442
511,Graduate,61839.0,0,0,1 Mes,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,0,Meia-idade,0,0,1,2,30919.5,1895
512,Postgraduate,49154.0,1,1,3 Meses,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0,0,Idosos,2,1,0,3,16384.666666666668,411
513,Undergraduate,47682.0,0,1,3 Meses,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,23841.0,521
514,Graduate,72679.0,0,1,3 Meses,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0,0,Meia-idade,1,1,1,3,24226.333333333332,1168
515,Postgraduate,57954.0,1,1,2 Meses,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0,1,Adultos,2,1,1,4,14488.5,493
516,Graduate,65316.0,1,1,3 Meses,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0,0,Meia-idade,2,1,0,3,21772.0,260
517,Graduate,28567.0,1,0,2 Meses,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,9522.333333333334,46
518,Postgraduate,47352.0,0,1,3 Meses,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,0,Idosos,1,1,1,3,15784.0,319
519,Graduate,44931.0,0,1,1 Mes,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,0,0,Meia-idade,1,1,1,3,14977.0,96
520,Graduate,76982.0,0,0,1 Mes,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,1,1,Meia-idade,0,0,0,1,76982.0,1062
521,Undergraduate,57247.0,0,1,2 Meses,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,0,Idosos,1,1,1,3,19082.333333333332,232
522,Postgraduate,22944.0,1,0,3 Meses,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,7648.0,76
523,Undergraduate,25315.0,1,0,2 Meses,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,8438.333333333334,54
524,Graduate,43638.0,0,1,2 Meses,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,21819.0,201
525,Postgraduate,42710.0,1,0,2 Meses,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,14236.666666666666,406
526,Postgraduate,84169.0,0,0,1 Mes,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,2,Adultos,0,0,0,1,84169.0,1919
527,Graduate,54058.0,0,1,2 Meses,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,18019.333333333332,662
528,Undergraduate,24683.0,1,0,> 3 Meses,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,0,Adultos,1,1,0,2,12341.5,41
529,Graduate,85620.0,0,0,3 Meses,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1,0,Meia-idade,0,0,0,1,85620.0,1600
530,Graduate,47850.0,1,0,3 Meses,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,0,Adultos,1,1,0,2,23925.0,134
531,Graduate,19514.0,1,1,2 Meses,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,1,1,Meia-idade,2,1,0,3,6504.666666666667,69
532,Postgraduate,27159.0,1,1,2 Meses,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,0,Meia-idade,2,1,0,3,9053.0,21
533,Undergraduate,39548.0,1,1,3 Meses,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,0,Meia-idade,2,1,1,4,9887.0,54
534,Graduate,21474.0,1,0,1 Mes,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1,1,Adultos,1,1,1,3,7158.0,91
535,Postgraduate,60504.0,0,1,3 Meses,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,0,Meia-idade,1,1,1,3,20168.0,526
536,Graduate,22419.0,0,0,3 Meses,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,0,Meia-idade,0,0,0,1,22419.0,162
537,Postgraduate,81698.0,0,0,1 Mes,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1,0,Idosos,0,0,0,1,81698.0,1008
538,Graduate,43462.0,1,1,2 Meses,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,0,Idosos,2,1,1,4,10865.5,240
539,Postgraduate,54880.0,1,0,2 Meses,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,18293.333333333332,795
540,Graduate,79908.0,0,0,1 Mes,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,1,Adultos,0,0,0,1,79908.0,1772
541,Undergraduate,15315.0,0,0,1 Mes,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,0,Meia-idade,0,0,0,1,15315.0,64
542,Graduate,87771.0,0,1,3 Meses,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,4,Idosos,1,1,1,3,29257.0,1957
543,Graduate,33039.0,1,0,1 Mes,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,0,Adultos,1,1,0,2,16519.5,78
544,Graduate,81741.0,0,0,3 Meses,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,0,Adultos,0,0,1,2,40870.5,1572
545,Postgraduate,71499.0,0,1,1 Mes,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,0,Meia-idade,1,1,1,3,23833.0,795
546,Undergraduate,62466.0,0,1,1 Mes,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,31233.0,889
547,Postgraduate,48799.0,0,1,1 Mes,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,24399.5,331
548,Postgraduate,52157.0,0,1,2 Meses,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,0,Idosos,1,1,1,3,17385.666666666668,265
549,Graduate,66565.0,0,1,3 Meses,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,0,Meia-idade,1,1,1,3,22188.333333333332,1065
550,Postgraduate,29298.0,1,1,2 Meses,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,0,Idosos,2,1,1,4,7324.5,11
551,Graduate,47691.0,0,1,2 Meses,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,15897.0,21
552,Graduate,38200.0,1,1,1 Mes,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,0,Meia-idade,2,1,1,4,9550.0,17
553,Graduate,44989.0,0,1,1 Mes,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,22494.5,369
554,Postgraduate,38443.0,1,1,2 Meses,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,0,Meia-idade,2,1,0,3,12814.333333333334,38
555,Undergraduate,38593.0,1,0,2 Meses,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,12864.333333333334,177
556,Postgraduate,64413.0,0,1,1 Mes,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,0,Meia-idade,1,1,1,3,21471.0,279
557,Postgraduate,36959.0,1,0,2 Meses,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,0,Adultos,1,1,0,2,18479.5,62
558,Postgraduate,61996.0,0,1,1 Mes,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,3,Adultos,1,1,0,2,30998.0,1230
559,Graduate,51287.0,1,1,1 Mes,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,0,Meia-idade,2,1,0,3,17095.666666666668,182
560,Graduate,13260.0,1,1,2 Meses,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,0,Meia-idade,2,1,0,3,4420.0,49
561,Postgraduate,47472.0,1,1,2 Meses,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,0,Meia-idade,2,1,1,4,11868.0,75
562,Postgraduate,54603.0,1,1,3 Meses,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,0,Idosos,2,1,1,4,13650.75,227
563,Postgraduate,45207.0,1,1,3 Meses,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,1,Meia-idade,2,1,0,3,15069.0,215
564,Graduate,40689.0,0,1,3 Meses,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,0,Idosos,1,1,1,3,13563.0,444
565,Undergraduate,47821.0,1,1,2 Meses,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,0,Meia-idade,2,1,1,4,11955.25,47
566,Postgraduate,27450.0,0,0,2 Meses,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,0,Idosos,0,0,0,1,27450.0,143
567,Graduate,39453.0,1,0,3 Meses,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,13151.0,55
568,Undergraduate,26850.0,1,1,1 Mes,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,0,Meia-idade,2,1,1,4,6712.5,63
569,Graduate,79800.0,0,0,3 Meses,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,3,Idosos,0,0,0,1,79800.0,1867
570,Postgraduate,61794.0,0,1,3 Meses,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,0,Idosos,1,1,0,2,30897.0,611
571,Graduate,53863.0,0,1,1 Mes,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,1,Idosos,1,1,1,3,17954.333333333332,473
572,Graduate,24221.0,0,0,> 3 Meses,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,0,Idosos,0,0,1,2,12110.5,55
573,Postgraduate,39684.0,1,0,2 Meses,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,0,Adultos,1,1,1,3,13228.0,81
574,Postgraduate,92163.0,0,0,1 Mes,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,2,Meia-idade,0,0,0,1,92163.0,2086
575,Postgraduate,69882.0,0,0,> 3 Meses,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,0,Meia-idade,0,0,1,2,34941.0,1478
576,Graduate,33178.0,1,0,1 Mes,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,11059.333333333334,49
577,Postgraduate,59973.0,0,0,2 Meses,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,0,Meia-idade,0,0,0,1,59973.0,382
578,Postgraduate,17459.0,1,0,1 Mes,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,0,Meia-idade,1,1,1,3,5819.666666666667,69
579,Graduate,23910.0,1,0,3 Meses,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,11955.0,67
580,Postgraduate,42169.0,1,1,1 Mes,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,0,Meia-idade,2,1,0,3,14056.333333333334,30
581,Undergraduate,26224.0,1,0,2 Meses,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,0,Adultos,1,1,0,2,13112.0,63
582,Graduate,31089.0,1,0,2 Meses,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,10363.0,79
583,Graduate,30081.0,0,1,1 Mes,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,0,Idosos,1,1,1,3,10027.0,42
584,Graduate,62807.0,0,1,3 Meses,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,0,Idosos,1,1,1,3,20935.666666666668,819
585,Graduate,72906.0,0,0,3 Meses,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,0,Idosos,0,0,1,2,36453.0,1151
586,Postgraduate,61467.0,0,2,3 Meses,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,0,Idosos,2,1,0,3,20489.0,594
587,Postgraduate,49618.0,1,1,3 Meses,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,0,Meia-idade,2,1,1,4,12404.5,129
588,Postgraduate,21888.0,1,0,1 Mes,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,0,Adultos,1,1,1,3,7296.0,213
589,Graduate,42429.0,0,1,> 3 Meses,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,21214.5,67
590,Graduate,26150.0,2,1,3 Meses,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,0,Idosos,3,1,0,4,6537.5,28
591,Undergraduate,30801.0,0,1,1 Mes,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,15400.5,45
592,Graduate,81168.0,0,0,3 Meses,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,1,Meia-idade,0,0,0,1,81168.0,1193
593,Postgraduate,26877.0,0,0,3 Meses,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,0,Meia-idade,0,0,1,2,13438.5,268
594,Postgraduate,45006.0,0,0,3 Meses,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,0,Idosos,0,0,0,1,45006.0,266
595,Undergraduate,18978.0,1,0,2 Meses,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,9489.0,37
596,Graduate,22574.0,2,1,1 Mes,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,0,Meia-idade,3,1,0,4,5643.5,37
597,Postgraduate,48240.0,0,0,3 Meses,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,0,Meia-idade,0,0,1,2,24120.0,882
598,Graduate,45837.0,1,1,3 Meses,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,0,Meia-idade,2,1,0,3,15279.0,373
599,Postgraduate,35791.0,2,1,> 3 Meses,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,0,Meia-idade,3,1,1,5,7158.2,35
600,Graduate,54162.0,1,1,2 Meses,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,0,Adultos,2,1,0,3,18054.0,42
601,Postgraduate,30522.0,0,1,1 Mes,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,0,Idosos,1,1,0,2,15261.0,326
602,Postgraduate,54456.0,0,1,1 Mes,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,0,Idosos,1,1,0,2,27228.0,404
603,Graduate,31632.0,0,0,> 3 Meses,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,0,Meia-idade,0,0,1,2,15816.0,95
604,Graduate,72298.0,0,0,2 Meses,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,2,Idosos,0,0,0,1,72298.0,939
605,Undergraduate,36975.0,1,0,2 Meses,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,12325.0,33
606,Undergraduate,72635.0,0,0,2 Meses,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,1,Idosos,0,0,0,1,72635.0,981
607,Graduate,13624.0,1,0,> 3 Meses,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,0,Adultos,1,1,0,2,6812.0,36
608,Graduate,84196.0,0,1,2 Meses,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,0,Meia-idade,1,1,1,3,28065.333333333332,1237
609,Graduate,70971.0,0,1,1 Mes,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,0,Idosos,1,1,1,3,23657.0,1825
610,Postgraduate,34487.0,1,1,> 3 Meses,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,0,Adultos,2,1,0,3,11495.666666666666,103
611,Graduate,28769.0,1,0,3 Meses,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,9589.666666666666,191
612,Postgraduate,69084.0,1,0,2 Meses,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,34542.0,1586
613,Postgraduate,65488.0,0,0,2 Meses,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,0,Idosos,0,0,1,2,32744.0,963
614,Undergraduate,62466.0,0,1,1 Mes,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,31233.0,889
615,Undergraduate,32218.0,0,0,1 Mes,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,1,Idosos,0,0,1,2,16109.0,93
616,Graduate,83917.0,0,0,1 Mes,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,0,Meia-idade,0,0,1,2,41958.5,1587
617,Graduate,46102.0,2,1,1 Mes,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,0,Meia-idade,3,1,0,4,11525.5,16
618,Graduate,84574.0,0,0,3 Meses,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,0,Idosos,0,0,1,2,42287.0,1375
619,Graduate,56181.0,0,1,1 Mes,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,28090.5,393
620,Postgraduate,63120.0,0,1,2 Meses,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,0,Idosos,1,1,0,2,31560.0,1477
621,Graduate,73691.0,0,1,2 Meses,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,1,Meia-idade,1,1,0,2,36845.5,1179
622,Graduate,63381.0,0,1,3 Meses,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,0,Idosos,1,1,1,3,21127.0,1005
623,Postgraduate,76140.0,0,0,2 Meses,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,0,Idosos,0,0,1,2,38070.0,1348
624,Postgraduate,62859.0,0,1,2 Meses,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,0,Idosos,1,1,0,2,31429.5,1307
625,Graduate,45906.0,0,1,1 Mes,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,1,Meia-idade,1,1,1,3,15302.0,486
626,Postgraduate,77632.0,0,0,3 Meses,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,2,Idosos,0,0,1,2,38816.0,2252
627,Postgraduate,46463.0,1,1,2 Meses,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,0,Meia-idade,2,1,0,3,15487.666666666666,235
628,Graduate,105471.0,0,0,2 Meses,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,2,Meia-idade,0,0,1,2,52735.5,1724
629,Postgraduate,55282.0,1,0,1 Mes,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,27641.0,235
630,Postgraduate,78710.0,0,1,2 Meses,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,0,Adultos,1,1,0,2,39355.0,1092
631,Graduate,66886.0,0,1,1 Mes,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,0,Idosos,1,1,1,3,22295.333333333332,599
632,Postgraduate,98777.0,0,0,1 Mes,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,1,Idosos,0,0,1,2,49388.5,2008
633,Graduate,29103.0,1,0,2 Meses,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,9701.0,48
634,Graduate,67445.0,0,1,3 Meses,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,33722.5,1174
635,Postgraduate,50616.0,0,1,3 Meses,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,0,Idosos,1,1,1,3,16872.0,67
636,Graduate,49431.0,0,1,1 Mes,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,0,Idosos,1,1,0,2,24715.5,365
637,Graduate,61278.0,0,1,3 Meses,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,0,Idosos,1,1,1,3,20426.0,165
638,Undergraduate,26490.0,0,0,> 3 Meses,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,0,Idosos,0,0,1,2,13245.0,210
639,Postgraduate,73059.0,0,1,2 Meses,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,0,Idosos,1,1,1,3,24353.0,1095
640,Postgraduate,46734.0,1,2,3 Meses,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,1,Meia-idade,3,1,1,5,9346.8,223
641,Graduate,56253.0,0,1,3 Meses,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,0,Meia-idade,1,1,1,3,18751.0,597
642,Graduate,19986.0,1,0,3 Meses,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,0,Adultos,1,1,0,2,9993.0,22
643,Graduate,58330.0,0,1,3 Meses,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,29165.0,1064
644,Undergraduate,25965.0,0,0,1 Mes,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,0,Adultos,0,0,0,1,25965.0,74
645,Postgraduate,14661.0,0,0,3 Meses,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,0,Idosos,0,0,1,2,7330.5,26
646,Graduate,18690.0,0,0,3 Meses,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,0,Idosos,0,0,0,1,18690.0,60
647,Postgraduate,45068.0,0,1,1 Mes,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,0,Meia-idade,1,1,1,3,15022.666666666666,20
648,Undergraduate,21063.0,1,0,2 Meses,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,7021.0,59
649,Postgraduate,29187.0,1,0,2 Meses,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,14593.5,34
650,Undergraduate,54690.0,1,1,3 Meses,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,0,Meia-idade,2,1,0,3,18230.0,198
651,Postgraduate,59304.0,0,1,3 Meses,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,29652.0,1048
652,Postgraduate,59247.0,0,2,3 Meses,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,0,Meia-idade,2,1,1,4,14811.75,574
653,Graduate,66731.0,0,1,2 Meses,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,33365.5,1029
654,Graduate,77353.0,0,1,2 Meses,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,0,Adultos,1,1,0,2,38676.5,670
