,Age,Recency,Promos_Total,Education,Complain,Response,Partner,Kidhome,Teenhome,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8
480,2,2,0,2,0,0,1,0,1,2.5773273558515353,0.3764611530664307,-2.31949233298105,0.25157704971504075,1.95150004161428,1.6432951712661534,0.4767136358419553,0.29931611405903585
481,3,2,0,2,0,0,1,0,1,1.9100521904871453,0.5389223637977156,-1.411020780193446,-0.9565874769498843,-0.7701979876572552,0.3346465873132621,0.29447623936348366,0.9338974316232166
482,3,0,0,1,0,0,0,0,0,2.007601998402077,-1.0428806007238336,-1.3066468445246142,-0.3687568159724504,-1.2313892904792894,-0.8532949822076228,-0.35802216311865387,1.1808386295492455
483,3,3,0,1,0,0,1,1,1,-2.9893410732582772,-0.36457028548768733,0.3758404382346354,0.280976283288687,0.4733653079859614,0.5602498211170835,-0.04476832692531659,-0.039453135499347765
484,3,0,0,2,0,0,1,0,1,-2.383144561727225,-1.2926453636022432,-0.4724720858216927,0.0016697684282224107,-0.23409949219668436,-0.17007089374777465,0.0053949153287613325,-0.023551705520653225
485,1,0,0,0,0,0,0,0,0,-1.3103301002464538,-0.188500188568316,1.7674943427904217,1.0788124816725162,0.8832483679995943,-0.6587484730334418,0.48203178913224937,-0.667252415364441
486,1,2,0,2,0,0,0,1,0,2.1333580731962085,1.6459663233239843,-0.5204994850289721,1.5650100421112814,0.3566143976219904,-0.1827664140892925,-0.2465170109445366,0.8124318630212446
487,3,1,0,2,0,0,1,0,1,-2.2806795844898886,-1.280688810894814,-0.45614896647304753,0.09011655109934838,-0.26094603589014176,-0.1750113506919339,0.018146843841973518,-0.020101818731845984
488,3,0,0,1,0,0,0,0,0,2.3515564071015826,1.8896785496406796,-1.2933589038424818,1.1613788848719686,0.3638482411494792,-1.139389974571714,-0.20120243068708757,0.3106756919225958
489,1,2,0,1,0,0,0,0,1,3.268340927595126,-1.1911553233025243,1.196292343458392,-0.9051210692181683,0.048371798687819136,0.42811625542535164,-1.8530826687775406,-0.5066775749515676
490,1,2,0,1,0,0,1,0,0,3.7080031106335065,-1.2016126013537596,0.19003405007756102,0.14691950582850927,-1.2019765469820534,0.20927724850137305,-0.7115535038010395,1.0170509587161782
491,1,2,0,1,0,0,0,0,0,-1.9105728935911475,-0.8860921940860372,-0.16750785424069242,0.24151450777994946,0.4116616793056097,-0.13604972023313086,0.12043884818448478,-0.17588194907146587
492,3,1,0,1,0,0,0,0,1,1.5306579031262681,1.4992450148193714,1.2631699679509873,-1.3292422348799726,-1.4122630181979359,-0.4872383524305256,-2.2252628351306223,-0.7340075441262056
493,1,3,1,2,0,0,1,1,0,-1.9738679516108013,0.46166745522957287,-0.05354006857693269,0.21439484589621338,0.1946084735611877,0.2496086467108071,0.2061357749227872,-0.14106548878197372
494,1,0,0,1,0,0,1,0,1,2.4879366488000514,-0.16996603473701002,0.8711045553891585,-0.047918197187142964,-0.6694086787345935,-1.0251927380239199,-0.8673320679055541,0.2628808301915586
495,2,3,1,1,0,0,0,0,2,-1.1850517172162718,0.8163198942843904,-0.3153732873047847,-0.4535087232588049,0.37282527965954204,-0.36542290673826094,-0.03823881464026972,-0.05479425692781098
496,3,2,1,2,0,0,1,0,0,4.945127382814666,-0.8119982196214,-0.3613331592219444,-0.7314504040928643,0.6198487106499385,0.018693116576621066,0.41661275485279653,-0.9662047994962097
497,3,2,0,2,0,0,1,0,1,-1.347992746072254,1.6168176281809685,-0.11039114959229038,0.25440858531839344,0.24542159041571315,-0.047993018421976175,0.1946376013035342,-0.09742435418536978
498,2,1,0,2,0,0,1,0,0,4.465210937077021,-0.2650958651264956,-2.0926653101043513,-0.3856311862299766,0.7647931056844025,1.030762353585838,0.31225532394172856,0.5011657062592415
499,3,0,0,1,0,0,0,1,1,-2.4785815725180638,0.6796122729847679,0.22290902068399662,-0.19022237921926852,0.13052853815686097,0.5200393581159534,0.16309029755227208,-0.10538724412261125
500,1,2,0,1,0,0,1,1,0,-2.928941317436277,-0.8903963184534273,0.17560608831160296,0.14009664532678667,0.3798482366985651,0.03621383007229762,-0.2565773233447266,0.03339726663626575
501,3,0,0,1,0,0,1,0,0,1.5870549889088492,-0.9978248663380501,-0.561341049691128,0.6758009525769649,-0.801834024329637,0.18377132184393966,0.19619517421189653,-0.042609262011634404
502,3,0,2,2,0,0,0,0,0,4.626204603423003,-0.7688280391029559,-1.5636928695038679,-1.2512901843158863,1.123429461469229,-0.10838901621958208,-1.8426298197987687,-1.5131466433435685
503,2,2,0,1,0,0,0,1,1,-2.8200361502980553,-0.36821690407371616,0.07309849030623294,-0.0038408098994192484,0.22062117758962385,0.06149100494574316,-0.06397986735401755,0.03277044844420014
504,1,3,1,2,0,0,1,0,0,2.839518690188082,-0.053195271739919295,0.0029345392451532036,2.215132426784832,0.5074209508234906,0.961715064918652,-1.1985303887593206,-0.5554978267789402
505,1,1,0,1,0,0,0,0,0,-0.49153231479766657,-0.44073649631476225,-0.18582477361776048,0.679895060463468,-0.037051938303606896,-0.8975221345124645,0.30834401823101104,0.3382852940666016
506,3,2,2,1,0,0,0,0,0,2.7860692456974294,0.04876318928706856,-2.2748263270457114,0.6801060597657334,1.0546001939336,0.40676656280035434,-0.5476280592908365,-0.8072334200387068
507,1,1,0,1,0,1,0,1,0,-1.9601004743136246,0.03752721041141215,0.8016060390933462,0.9550106475896699,-0.3805797449651477,0.6497829441566382,0.3462437709279335,-0.13970322548551406
508,1,2,0,1,0,0,0,1,0,-2.805645974090558,-0.861884527586175,0.07916471837816848,-0.03253032613057043,0.6553004145917793,0.004244023096543267,-0.11441211363261886,0.053605054678045556
509,3,0,0,2,0,0,1,0,0,2.483923534386169,-0.5353200070457086,-2.10487373437877,-0.4156032960461202,-0.29553351600633365,-0.04379496773715574,-0.5439676067150236,-0.244778698657028
510,1,2,0,2,0,0,0,0,0,0.5534826646108287,-1.250433182929478,-0.19513097756885703,0.14360070042781617,-0.441640630145187,-0.28013421398366195,0.5169340896549909,0.40015237993615443
511,2,0,0,1,0,0,1,0,0,4.0272136999797645,0.028297316924583902,2.100758113447678,0.8674258808967277,2.390820169240235,1.7663015349407336,-2.428103357920376,1.1264434670860506
512,3,2,0,2,0,0,0,1,1,-0.7306507347060924,1.6467023940706254,0.5282598459400575,-0.29258364409728765,-1.2964331887833298,0.1813131391971747,0.1464902740851479,0.033002101713555526
513,2,2,0,0,0,0,0,0,1,0.575568060548215,0.3711298603737036,1.5182757769210398,-0.6553554168192233,-0.7928580301064576,-0.10120585954894634,-0.2126864656909149,0.3424887312855287
514,2,2,0,1,0,0,1,0,1,2.6964988691092597,-1.1578775652856985,0.15955231261713265,0.04499839582882164,-0.20847945680433422,0.5733162762179417,0.14956584722842364,0.7296137750500713
515,1,1,1,2,0,0,1,1,1,-0.9148713094443874,2.859072862073722,-0.6869589530689213,-0.939598941262348,-0.4208735347835817,0.06049316902188554,0.14251327077503928,-0.09564191743230005
516,2,2,0,1,0,0,0,1,1,-0.8406203653190268,-0.5335161483539315,-0.5675791761636451,0.24091836014211046,-0.7896538346912692,-0.21578287348619987,0.20974859077825617,-0.21658060637483686
517,1,1,0,1,0,0,1,1,0,-2.758243410590046,-0.5609544495279919,0.06802772973434303,-0.09502608216885279,-0.0063168611908521665,0.04837271395344088,-0.0346989662312102,0.0010711604797294335
518,3,2,0,2,0,0,1,0,1,-1.4229115397760719,1.1458127998766001,-0.19230797677355796,-0.4285615925565564,0.06464935387916566,-0.15080403903103173,-0.08144794857001558,-0.02263790242927753
519,2,0,0,1,0,0,1,0,1,-2.1533737980607297,-1.026304202141722,-0.48250735804840533,0.15761463355488037,-0.09448193532126407,-0.15847034009757854,0.07282476949348751,-0.01392441602832548
520,2,0,1,1,0,1,0,0,0,3.132780247208357,-0.9682416862841151,0.6455209392574852,-0.7342059863454587,1.263487049293614,-1.061119064630349,-0.9822781397357404,-1.5060339331161519
521,3,1,0,0,0,0,1,0,1,-0.6332399187278487,-1.1603423982174597,-0.17449958423551343,-0.7994194475319129,-1.3845561056129803,-0.6290753470274232,0.6419630196475873,0.2511823221422136
522,1,2,0,2,0,0,1,1,0,-2.7978859510652345,0.20747867619772586,0.4608755905516954,0.03340869687370993,0.0909833104483419,0.13554639318482614,0.052211798866975426,-0.03428453722050997
523,1,1,0,0,0,0,1,1,0,-2.84647650611801,0.3070119959233707,0.5899848629478236,-0.061337001932353356,0.33268696169949263,0.12375155511134266,-0.10648017465063106,0.03043307140179594
524,2,1,0,1,0,0,0,0,1,-1.6523152386947961,-0.09356827957038112,0.0343103243126516,-0.10616410620722705,0.3784447198550607,-0.31263839460345144,0.21896275173316107,-0.16234135901543145
525,1,1,0,2,0,0,1,1,0,-0.9312408701040572,0.3602015895641367,0.0890759457515111,1.5937314152405604,0.02058846670937402,0.4249955463462816,0.35492858109448755,-0.2747911233957134
526,1,0,2,2,0,1,0,0,0,3.842209612514599,-0.02025350189197355,-3.6520392078124617,0.05707874234500618,1.484892960933903,0.3804610268844562,0.21112431139418003,-0.7257309451893525
527,1,1,0,1,0,0,1,0,1,1.2182650280423535,-0.4595278645963933,0.4694417528094161,-0.5160029636298346,-0.7058062810859348,-0.13059207423326216,1.4208457512912585,-0.40603133549772036
528,1,3,0,0,0,0,0,1,0,-2.5611286026140014,-0.7070511706423088,0.07213796455831452,-0.1831479495275527,-0.34975209390314965,-0.10715144649345154,-0.017675289689916523,0.05551570650579102
529,2,2,0,1,0,1,0,0,0,4.470601297263658,-2.404554753615015,-0.5455985503936075,-0.4726033754930879,0.48536765963006884,1.4988479423272416,1.597642029480001,-1.2624840159396231
530,1,2,0,1,0,0,0,1,0,-1.7614637753651838,-0.8404522191453194,-0.15961550024007468,-0.047576462240020656,0.19251411439840396,-0.5680427199497406,0.07252185440452073,0.15249320286096604
531,2,1,1,1,0,1,0,1,1,-3.000465120561476,0.6806583311707178,0.6437378012001734,0.01799415500709171,0.23463681613282122,0.6566038444313697,0.12701109722865014,-0.15650830205254937
532,2,1,0,2,0,0,0,1,1,-2.9578592895641975,-0.7261448109024367,-0.005405575593798479,-0.1337515601430612,-0.09684361102767032,0.22064052585332783,-0.07391117908087823,0.015213363131803425
533,2,2,0,0,0,0,1,1,1,-2.1866957374843907,-1.1648471795413455,-0.14596919996878222,0.08950940177472752,-0.9798745126887725,0.1863481720389317,0.12824809297102088,-0.12977857485766284
534,1,0,1,1,0,1,1,1,0,-2.6521685237639425,-0.18610735233192124,0.639256183731267,0.37939927933130924,0.42917381848579206,0.17938402420803748,-0.14988190960040368,-0.06659507956280497
535,2,2,0,2,0,0,1,0,1,-0.3849930561762822,0.8210479667565964,-1.1041301434604445,0.17443468447404514,-0.05227490766914009,-0.9090450312027849,-0.13467744314595897,0.27902231692625273
536,2,2,0,1,0,0,0,0,0,-2.162462963870752,-0.4883538622638818,0.584356889247472,0.6223954974350274,0.9926394671810269,0.09007506035387859,0.43610429930258027,-0.019563973615850744
537,3,0,0,2,0,1,0,0,0,4.4501344753877685,-1.9592324309850357,-0.15346189977479194,-0.9590348078966785,-1.2823096907564755,-0.1012293467309555,1.515664189351444,0.23649017256036745
538,3,1,0,1,0,0,1,1,1,-1.8875736846418405,1.5717458704190206,0.42091101732984715,-0.8860156141028426,-0.35520668681078504,0.6311285179931257,-0.12848807038779453,-0.12766092810788704
539,1,1,0,2,0,0,1,1,0,1.6411706600355005,0.56046883419432,1.5604151525064591,0.3368670074243523,-0.5297242592481993,-1.155463709486009,-1.1454140619956412,0.49549205001654334
540,1,0,1,1,0,0,0,0,0,5.717584746743581,-1.5275883489939255,1.194860724476053,-0.5626530781800146,0.7237882912068303,0.026706349918838843,1.1452490258761503,-2.865486930533386
541,2,0,0,0,0,0,0,0,0,-2.554101100180934,-0.7116348964312604,0.30987460857976445,-0.0033726079187102295,-0.3063065057156431,-0.030397012153365762,-0.00480456386222859,0.14902130256788432
542,3,2,4,1,0,1,1,0,1,3.527031061892504,0.540952084019623,-1.8392638489728468,0.17425363880258463,2.1582809230010827,1.3365345734103482,0.2744537521279193,-0.22755119074040192
543,1,0,0,1,0,0,0,1,0,-2.232543317978556,-1.0608360363356744,-0.05945614661975539,0.048391703130734466,-0.14881123999538173,-0.37913381014695385,-0.07727323809193341,0.03936881044232241
544,1,2,0,1,0,0,1,0,0,4.832288918853887,-1.905964995756476,1.235009710925737,-1.5368419962954156,0.9960985643050696,0.1581253812530605,-0.2021189036713201,-1.9081503274705183
545,2,0,0,2,0,0,1,0,1,1.8032559603053213,0.8047837044484939,-0.48570902140301614,-0.37707267537101113,-0.7497098963478963,-1.2865931770065249,-0.8882948200303399,2.178500130192177
546,2,0,0,0,0,0,0,0,1,3.170162455884195,0.6315063233681603,3.1044206742218887,-1.7749360619333456,-1.1407939818300354,-0.6918795742781945,-0.5121916118269108,0.3062812117202081
547,2,0,0,2,0,0,0,0,1,-0.6215888061082212,-0.3319846509474717,-0.3680970889243533,-0.2818567658913677,-1.2451966716755716,-0.067060849759305,-0.20811762634453973,0.13712257660090116
548,3,1,0,2,0,0,1,0,1,-1.1937413805688903,-0.36936500317462073,-0.5561075334786363,0.4048752000682895,-0.7354804976188594,-0.17601206389498156,0.08254654255118817,-0.05398579242740714
549,2,2,0,1,0,0,1,0,1,0.7822066233757992,1.509926497498581,-0.4118517447901106,-0.5540502147236981,0.3439441813819548,0.2590657387376428,-0.08861035908314085,0.6757004204130796
550,3,1,0,2,0,0,1,1,1,-2.915243457547662,-1.2750119476267543,-0.08255217860854325,0.08454874686836186,-0.035982039095654166,0.061454651705568256,0.0024675371665310764,0.044385353248238286
551,1,1,0,1,0,0,1,0,1,-2.581944620599149,-1.1856107114593706,-0.30333970938887833,0.11887907408476353,0.11732143923682437,-0.04643728341840537,0.06034035742833637,-0.07863832926654431
552,2,0,0,1,0,0,1,1,1,-2.9369215003926183,-0.9738668546797353,-0.0987478526439834,0.06847596705220922,0.4318659849158739,0.05732476916825809,-0.040091263635175935,0.006574501167891329
553,2,0,0,1,0,0,0,0,1,-0.8572294118563343,1.3102833474586664,0.8359149792224358,0.7689816214921027,-0.8362996419109915,0.2550824229923374,0.40849482887470295,0.28596212825766526
554,2,1,0,2,0,0,0,1,1,-2.79794171406618,-0.596474998171001,-0.12165716436662717,-0.14805197398609077,0.11449100409166528,0.1803660043168536,-0.06948844165318638,-0.02093825746193187
555,1,1,0,0,0,0,1,1,0,-2.0318820549739174,0.42044074083734173,0.5703903610907493,-0.21549406182977582,0.5089592926184643,0.002583253816281964,0.2886268445991305,-0.10018032225525222
556,2,0,0,2,0,0,1,0,1,-0.9625423307786859,-0.339728278459932,-0.819075449948341,0.1399511339920074,-0.02052924919696813,-0.9828911787349929,0.15209230565625256,-0.049143839077101736
557,1,1,0,2,0,0,0,1,0,-2.663389687119144,-0.3594342987729239,0.006643206200994252,-0.19179172735537617,0.5183325262653915,0.05571088875913128,-0.1305801660879009,-0.005403096700513312
558,1,0,3,2,0,1,0,0,1,1.1468121582374746,1.3107164391281851,-2.107863892752396,-0.004320516911491287,0.3265451852926519,0.12433055567825664,-0.420979871260814,-0.07112340275918037
559,2,0,0,1,0,0,0,1,1,-1.8737092338340193,0.38770557273396733,-0.09127590189178325,0.15936917713703383,0.09674623110480284,-0.012290723762756665,0.20153322463499748,0.043843705571315006
560,2,1,0,1,0,0,0,1,1,-3.2092656472625927,0.6463745538939717,0.6500985311615696,-0.4211238249672055,0.23277422969413925,0.46527003942907363,-0.059543962030625,0.09741542624834171
561,2,1,0,2,0,0,1,1,1,-2.238672090109312,-0.6262370792989518,-0.3856083309414054,-0.10436641135439317,-0.48597370099167214,-0.19482175980930658,-0.021653772135834862,0.0139141473022047
562,3,2,0,2,0,0,1,1,1,-1.6660256438877736,1.3656350683174574,0.029249582989293713,-0.9039866609654479,-0.5386665797264333,0.7072695437615121,0.06285573375687423,-0.1149083478757505
563,2,2,1,2,0,0,0,1,1,-1.8767172982272882,0.9100299588172271,-0.4494820819717147,-0.7540594901073259,-0.85793466257383,0.32158502951989165,-0.053698415231711066,-0.028034392798351876
564,3,2,0,1,0,0,1,0,1,-1.1649454373665986,2.903995773719452,0.9010879273871428,0.3981519237864582,-0.475472422867515,0.33047438288306885,0.27246384731005546,0.20931701363742072
565,2,1,0,0,0,0,1,1,1,-2.6300193313876474,-0.7773145601766529,-0.047409167539259625,0.07058443216496968,0.5132383476075957,-0.07242398590254209,-0.034204389598457445,0.07124894194643011
566,3,1,0,2,0,0,0,0,0,-2.0662403297836764,-0.7549132288573444,0.4042440484906759,0.7597380971799673,0.43836564533580596,-0.0677253740220159,0.04360356851286451,-0.24330051167763503
567,1,2,0,1,0,0,1,1,0,-2.5776795553558896,-0.5674516083153197,-0.22162808625508765,-0.12326060986717619,-0.04799517200701266,-0.03273573199061937,0.016260615733279214,-0.015248653207967155
568,2,0,0,0,0,0,1,1,1,-2.4541013692838796,-0.08384449602006613,0.08694123104057909,-0.4060787002261115,-1.0886385113341606,0.4879204778011666,0.09757668230699124,0.012534358477078122
569,3,2,3,1,0,1,0,0,0,4.770923374288211,0.13626441598471917,-1.434995176513804,3.7641432495014056,0.2952871844157765,1.7773842569595424,0.4288355407577704,-0.8998641668214441
570,3,2,0,2,0,0,0,0,1,1.2521699540813702,-0.7356942048251688,-0.2886881152325407,-0.9886070364740229,-1.1455589361086256,-0.5359674427760738,-0.20107524958026388,0.12376263366854853
571,3,0,1,1,0,0,1,0,1,-0.830358098872714,1.3707435653502487,-0.7050070539732003,-0.05542079372403819,0.1955608654837665,-0.8658083071955854,-0.11533756965725528,0.19677967741980076
572,3,3,0,1,0,0,1,0,0,-2.422611982995131,-1.3608492767655986,0.0833372600303989,0.32567274474354097,-0.40425678023508643,0.0650453296950807,-0.03804493330815418,-0.1283137500571185
573,1,1,0,2,1,1,1,1,0,-2.4996621755371167,-0.4494924357250762,0.0748637954024989,0.14060591349915721,0.29089296321273983,0.27031788773154114,0.1942959562114554,-0.06013418693479724
574,2,0,2,2,0,1,0,0,0,7.1663831457462575,-2.4441273507811494,0.7774789197404045,-1.7356973557181459,1.9269132007833485,0.968955871850625,0.13727903400676403,-2.1991664325950033
575,2,3,0,2,0,0,1,0,0,4.898370766436519,-1.4939493994555113,2.5219111727952295,0.40785262396948235,-0.6702325176679788,0.5477220454072491,-0.09645783095255642,-0.6733918435313272
576,1,0,0,1,0,0,1,1,0,-2.435447388450223,-1.3850552347413057,-0.0182614315390364,0.20891790233456928,-0.44623220239101674,-0.09578563851057921,-0.08354453661140678,0.07854566781265575
577,2,1,0,2,0,0,0,0,0,0.7776751964553376,-1.8916796425276878,-0.9580342857053418,-0.4960685179534041,-1.0864876154158458,-0.4557834701752302,0.3505071370719602,-0.47644471422784457
578,2,0,0,2,0,1,1,1,0,-2.8558455859042104,0.174294180294509,0.6552411220925033,0.14452194751690722,0.22230696112021747,0.367350372856389,0.23366875061703687,-0.15041829752506264
579,2,2,0,1,0,0,0,1,0,-2.751590900514913,-0.7562725571243616,0.2520397588813826,0.15639507643513487,0.512257066991559,-0.1255063597364204,-0.28071226038684416,0.034952643645303955
580,2,0,0,2,0,0,0,1,1,-2.8251018738216254,-0.4591745074463363,-0.08763205665411479,-0.14419325269309802,0.3361425041755087,0.18207234173552544,-0.08444962886903047,-0.029364653682394198
581,1,1,0,0,0,0,0,1,0,-2.507308371681045,-0.2634646223735833,0.38741916423640355,-0.17295284869422894,-0.21831277845693633,0.3731088045066618,0.11714744222761682,-0.04249834207094098
582,1,1,0,1,0,0,1,1,0,-2.6944331878609273,0.3122447738737806,0.19514598565337982,-0.41093308393275807,0.28984469411018887,0.015541301837819843,-0.012013159891406817,0.004049425940210347
583,3,0,0,1,0,0,1,0,1,-2.9293996257107655,-0.8850500681232978,-0.0697018782007512,0.0813708232714172,0.377692521591521,0.016864184722792313,-0.15060697108311513,0.07280926160732169
584,3,2,0,1,0,0,1,0,1,1.0557875335900764,1.2257362093682398,-0.5035136039520953,0.5045785883230565,-1.0232941165691607,-0.6399420119200654,-0.5886963946563347,-0.12649760520056735
585,3,2,0,1,0,0,1,0,0,2.70198043780126,-1.403045287947621,-0.3159879643853695,-0.3575469471844722,-0.7552744612560465,0.1971580742005035,0.5043449981614652,0.08062146972268125
586,3,2,0,2,0,0,0,0,2,0.0664314335966676,0.8956417965830713,-0.9096015591993036,-0.0020776758762656557,-0.8365414116880286,-0.6087862808375536,-0.4871795494420878,-0.036163501728564876
587,2,2,0,2,0,0,1,1,1,-2.201440891035586,0.5042699656282355,-0.023982948457001284,-0.3063671918309255,-0.19052879992816696,0.3698935960897019,0.15665732597406556,-0.147670192525962
588,1,0,0,2,0,1,1,1,0,-2.618424014136258,1.5183951609260393,0.9622220625680834,0.540544584124484,0.9165402774755756,0.39434463027647365,0.06484367808198534,-0.2655728789518372
589,2,3,0,1,0,0,0,0,1,-2.2470567514924773,-0.9630473317001224,-0.3871070197729175,-0.046568628835093204,-0.39489691900111656,0.2334645656692603,0.10842429036385681,-0.10940191396130614
590,3,2,0,1,0,0,0,2,1,-3.0211964839940566,-0.9082194006965061,0.0999286372309409,-0.029797119618905445,0.4043491238751187,0.037723818624396506,-0.11391352802993451,0.11186013845928523
591,2,0,0,0,0,0,0,0,1,-2.745427207834355,-0.6427389890107583,0.22275934754035853,-0.030978673908219994,0.14000457762939789,0.22776908359066156,-0.10241649197848536,0.11393366699521472
592,2,2,1,1,0,0,0,0,0,3.180738638789289,-1.226793853820392,-1.1232510293516007,-0.15978119001125832,0.353439668298484,0.3684610022185399,0.6895761399371999,1.5283761282980783
593,2,2,0,2,0,0,1,0,0,-1.624273706777608,-0.13535794278870608,0.36709401351646026,0.1011652284905759,-0.1350014413560822,-0.18641869132557326,-0.13304283548978477,0.13815575363063765
594,3,2,0,2,0,0,0,0,0,-0.6271432359368523,-1.2571917576486333,-0.7803353966139724,-0.08213112423808219,-0.7352945763601467,-0.7466229780653586,-0.4318997171394395,-0.05147555069536887
595,2,1,0,0,0,0,0,1,0,-3.0841321847350227,-0.7427888546835162,0.4308430695336971,0.1619760107124487,0.672051522856549,0.05719675870067297,-0.2259666465285071,0.01277634712046002
596,2,0,0,1,0,0,0,2,1,-3.068249595972992,-0.3495616921366692,0.13820346929324667,-0.12067943652684122,0.28184476732458996,0.11455966177366313,-0.09902669520001424,0.11298977664090247
597,2,2,0,2,0,1,1,0,0,1.7183631467440161,0.7422402898070081,0.655672339104843,-1.1387104956534508,-0.478703581864799,-0.8053539341688039,-1.3083928061396566,0.007630677151884681
598,2,2,0,1,0,0,0,1,1,-1.147321856575041,1.5223449024149238,0.1372817368498806,-0.5684698273433402,-0.10480604771997375,0.12293943976367042,0.22678251518363893,-0.08349996310470198
599,2,3,0,2,0,0,1,2,1,-3.0185812832052226,-0.376004264918556,0.04014363437866265,-0.132204569789246,0.3644048346792661,0.2350821630508195,-0.14468689528311157,0.03522100969019684
600,1,1,0,1,0,0,0,1,1,-2.031238871818583,-1.4902822394781985,-0.3605405119973779,0.068111553175687,-0.542010773461645,-0.25915321360844584,0.05585126606246532,-0.09370797191613693
601,3,0,0,2,0,0,0,0,1,-1.0419779178734039,0.08324076932789948,-0.18349453224039763,-0.6779330955719594,-2.286805871670361,0.6457134002168496,-0.19934531108398723,0.1124955830958084
602,3,0,0,2,0,0,0,0,1,-0.83533228765987,0.8542188237268677,-0.9369438298085981,-0.2281479186491497,-0.15397333869602584,-0.7290155503161528,-0.05374689940398441,0.24433717643482145
603,2,3,0,1,0,0,1,0,0,-2.382240328680436,-0.7942262398078531,0.4071094345563913,0.4407977989567374,0.5498093455722426,-0.009025413401928715,0.18631736912949715,-0.10850391181389282
604,3,1,2,1,0,0,0,0,0,2.0240516291517805,-1.4127352776755426,-1.3580416983137187,0.2606459291290068,-0.4759598155607526,-0.3206431284139516,-0.0346574951482287,-0.04712567629934922
605,1,1,0,0,0,0,1,1,0,-2.746312725799633,-0.9651479277535101,-0.047344141776615195,-0.031101737659811984,0.3525704470614383,-0.058161654820429995,-0.151058865001875,-0.045278114467158743
606,3,1,1,0,0,0,0,0,0,3.1143772256800357,-0.7456687034379454,-0.2526185655564625,1.2910804307178045,-0.09406072200291503,0.26485337914662077,0.8532411122963185,0.4235666859569969
607,1,3,0,1,0,0,0,1,0,-3.0620152646928585,-0.5234773193958636,0.243253292461498,-0.05513198488691341,0.06968631156953041,0.1407954799362419,-0.08338655572244028,0.06718944034817186
608,2,1,0,1,0,0,1,0,1,3.877929315538193,-0.13721423462878668,2.1700054627846854,1.8034011766618308,-0.2237266837688373,-0.16693004645460816,-0.3090982640055589,2.1187228130719475
609,3,0,0,1,0,1,1,0,1,3.89175443384274,3.1696741049955994,-0.010953114284655398,-1.8147483972039544,1.567190371725611,1.84766207823079,2.2363771671697203,0.03385680394105022
610,1,3,0,2,0,0,0,1,1,-2.6246584662505064,0.34159632994728656,0.5683994823485767,-0.3526208283359655,0.6670479755231203,0.17299679692849126,-0.31654401689367995,0.13752236925936398
611,1,2,0,1,0,0,1,1,0,-2.4303545354889526,0.6291502312271147,0.23178714544901682,-0.40823574920020544,0.7659371732440131,0.263965684427168,-0.08415557075562219,0.13592667184618432
612,2,1,0,2,0,0,0,1,0,2.8328576205252154,1.6262209409474995,-0.880542931194827,-0.8689739970635669,1.332003760899829,-0.9211361280244932,-2.2105295438236725,-0.30649706401959176
613,3,1,0,2,0,0,1,0,0,1.4620857542158536,-1.1189319177227188,-0.8660399623766788,0.4385950322144739,-0.6485314790744384,0.1392339430818208,-0.40465719759083024,-0.26110338553137813
614,2,0,0,0,0,0,0,0,1,3.170162455884195,0.6315063233681603,3.1044206742218887,-1.7749360619333456,-1.1407939818300354,-0.6918795742781945,-0.5121916118269108,0.3062812117202081
615,3,0,1,0,0,1,1,0,0,-2.270153287521858,-0.7671113277308845,0.40160347466727353,0.37764735838517705,0.42894794539030445,-0.07373103102803262,-0.37579357132402935,-0.10578049974980482
616,2,0,0,1,0,1,1,0,0,4.450358415990987,-0.7468757363401707,0.3876585888679043,-0.7358715308455558,0.7691915680501361,0.12936966144931164,2.9601982020019553,-1.2202026914042752
617,2,0,0,1,0,0,0,2,1,-2.786834059952133,-0.9933814680157937,-0.2061202078991605,0.05881650883007784,0.3838977916325234,-0.003584049530907799,-0.010479683494510792,-0.021670152098248126
618,3,2,0,1,0,0,1,0,0,4.413701957298108,0.9129159952903872,-0.4508435928302312,1.6743325595508898,0.12962100548411978,0.2711778193265137,0.8931018580902206,-0.32407234875688157
619,2,0,0,1,0,0,0,0,1,0.33647020267886807,-0.8947202649155537,0.7776714973685654,-0.2960089970971918,-0.34759416323081527,-1.161944581541142,-1.0442304926894612,-1.2268021338475348
620,3,1,0,2,0,1,0,0,1,2.4771975382036686,2.4462478908636345,-0.1032467126932446,-0.47551971258376063,0.6627615652448189,0.2112780711315742,-0.7076130104073943,-0.2780382307755768
621,2,1,1,1,0,0,0,0,1,2.281670111653231,0.020610140608371984,-0.590875499283446,0.24291975737940152,-0.4647178430122098,-0.5143180805049409,0.22196960369164023,0.6462780322620764
622,3,2,0,1,0,0,1,0,1,2.3946075940782006,1.1017272530333428,0.33631652151372404,0.9051299433248461,-2.2234374784339477,-0.22477005641396086,-0.3900525465916688,-0.43062862233975313
623,3,1,0,2,0,0,1,0,0,2.9574054265428926,-0.8606788860603763,-1.5575616481295,0.047103234414305355,0.25657672624150435,1.3520429333721031,-0.6674521651168858,-0.8040733879117299
624,3,1,0,2,0,0,0,0,1,1.740471547335699,2.0013431177390846,-0.8319028913951332,-0.5365694208660464,1.0681501522521142,-0.2538874412610311,-1.2201661893877376,-0.8183055399760555
